1.2129,0
1.2093,0
1.2057,0
1.2021,0
1.1984,0
1.1948,0
1.1912,0
1.1876,0
1.184,0
1.1804,0
1.1768,0
1.1731,0
1.1695,0
1.1659,0
1.1623,0
1.1586,0
1.155,0
1.1514,0
1.1478,0
1.1441,0
1.1405,0
1.1368,0
1.1332,0
1.1296,0
1.1259,0
1.1223,0
1.1186,0
1.115,0
1.1113,0
1.1077,0
1.104,0
1.1004,0
1.0967,0
1.0931,0
1.0894,0
1.0858,0
1.0821,0
1.0784,0
1.0748,0
1.0711,0
1.0674,0
1.0638,0
1.0601,0
1.0564,0
1.0527,0
1.0491,0
1.0454,0
1.0417,0
1.038,0
1.0343,0
1.0306,0
1.027,0
1.0233,0
1.0196,0
1.0159,0
1.0122,0
1.0085,0
1.0048,0
1.0011,0
0.9974,0
0.9937,0
0.99,0
0.98629,0
0.98258,0
0.97887,0
0.97516,0
0.97145,0
0.96774,0
0.96402,0
0.96031,0
0.95659,0
0.95287,0
0.94915,0
0.94543,0
0.9417,0
0.93797,0
0.93425,0
0.93052,0
0.92679,0
0.92305,0
0.91932,0
0.91558,0
0.91185,0
0.90811,0
0.90437,0
0.90062,0
0.89688,0
0.89313,0
0.88939,0
0.88564,0
0.88189,0
0.87813,0
0.87438,0
0.87063,0
0.86687,0
0.86311,0
0.85935,0
0.85559,0
0.85183,0
0.84806,0
0.84429,0
0.84053,0
0.83676,0
0.83299,0
0.82921,0
0.82544,0
0.82166,0
0.81789,0
0.81411,0
0.81033,0
0.80654,0
0.80276,0
0.79898,0
0.79519,0
0.7914,0
0.78761,0
0.78382,0
0.78003,0
0.77623,0
0.77244,0
0.76864,0
0.76484,0
0.76104,0
0.75724,0
0.75343,0
0.74963,0
0.74582,0
0.74201,0
0.7382,0
0.73439,0
0.73058,0
0.72676,0
0.72294,0
0.71913,0
0.71531,0
0.71149,0
0.70766,0
0.70384,0
0.70001,0
0.69619,0
0.69236,0
0.68853,0
0.6847,0
0.68086,0
0.67703,0
0.67319,0
0.66936,0
0.66552,0
0.66168,0
0.65783,0
0.65399,0
0.65014,0
0.6463,0
0.64245,0
0.6386,0
0.63475,0
0.63089,0
0.62704,0
0.62318,0
0.61933,0
0.61547,0
0.61161,0
0.60775,0
0.60388,0
0.60002,0
0.59615,0
0.59228,0
0.58841,0
0.58454,0
0.58067,0
0.5768,0
0.57292,0
0.56904,0
0.56517,0
0.56129,0
0.5574,0
0.55352,0
0.54964,0
0.54575,0
0.54186,0
0.53798,0
0.53409,0
0.53019,0
0.5263,0
0.52241,0
0.51851,0
0.51461,0
0.51071,0
0.50681,0
0.50291,0
0.49901,0
0.4951,0
0.4912,0
0.48729,0
0.48338,0
0.47947,0
0.47556,0
0.47164,0
0.46773,0
0.46381,0
0.45989,0
0.45597,0
0.45205,0
0.44813,0
0.44421,0
0.44028,0
0.43636,0
0.43243,0
0.4285,0
0.42457,0
0.42063,0
0.4167,0
0.41277,0
0.40883,0
0.40489,0
0.40095,0
0.39701,0
0.39307,0
0.38912,0
0.38518,0
0.38123,0
0.37728,0
0.37333,0
0.36938,0
0.36543,0
0.36148,0
0.35752,0
0.35356,0
0.34961,0
0.34565,0
0.34169,0
0.33772,0
0.33376,0
0.3298,0
0.32583,0
0.32186,0
0.31789,0
0.31392,0
0.30995,0
0.30598,0
0.302,0
0.29802,0
0.29405,0
0.29007,0
0.28609,0
0.28211,0
0.27812,0
0.27414,0
0.27015,0
0.26616,0
0.26218,0
0.25818,0
0.25419,0
0.2502,0
0.24621,0
0.24221,0
0.23821,0
0.23421,0
0.23022,0
0.22621,0
0.22221,0
0.21821,0
0.2142,0
0.2102,0
0.20619,0
0.20218,0
0.19817,0
0.19416,0
0.19014,0
0.18613,0
0.18211,0
0.17809,0
0.17407,0
0.17005,0
0.16603,0
0.16201,0
0.15799,0
0.15396,0
0.14993,0
0.1459,0
0.14187,0
0.13784,0
0.13381,0
0.12978,0
0.12574,0
0.12171,0
0.11767,0
0.11363,0
0.10959,0
0.10555,0
0.1015,0
0.09746,0
0.093414,0
0.089367,0
0.085319,0
0.081269,0
0.077218,0
0.073166,0
0.069112,0
0.065057,0
0.061001,0
0.056944,0
0.052885,0
0.048824,0
0.044763,0
0.0407,0
0.036636,0
0.03257,0
0.028504,0
0.024436,0
0.020366,0
0.016296,0
0.012224,0
0.0081504,0
0.0040759,0
0,0
